contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
9700_-NONE-_FA945319C0038_P00044_-NONE-_0,,28479117.0,2019-07-01,2025-05-30 00:00:00,Department of Defense,Department of the Air Force,25.1: Advisory and assistance services;25.2: Other services from non-Federal sources;25.5: Research and development contracts;25.7: Operation and maintenance of equipment;26.0: Supplies and materials,"KBR WYLE SERVICES, LLC",OHIO,OHIO,DEFINITIVE CONTRACT,"ADVANCED VISUALIZATION, DATA FUSION, MACHINE LEARNING, AND AUTOMATION (ADVANCE)","ADVANCED VISUALIZATION, AUTOMATION, AND NOVEL COMPUTING ENTERPRISE (ADVANCE) IS TO RESEARCH, INVESTIGATE, COMPARE, AND PROTOTYPE CAPABILITIES TO ASSIST OPERATIONAL MISSION EFFECT ACROSS THE WARFIGHTING TECHNOLOGICAL DOMAIN.",NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864922P1140_P00003_-NONE-_0,,749411.0,2022-08-09,2024-03-29 00:00:00,Department of Defense,Department of the Air Force,,SPARTA SOFTWARE CORP,CALIFORNIA,CALIFORNIA,PURCHASE ORDER,FITNESS TEST OPTIMIZATION WITH ARTIFICIAL INTELLIGENCE (AIFIT),FITNESS TEST OPTIMIZATION WITH ARTIFICIAL INTELLIGENCE,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,176.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_HC105023F0037_P00001_HC105023D0005_0,DEPT OF DEFENSE,630445.15,2023-09-30,2026-09-29 00:00:00,Department of Defense,Immediate Office of the Secretary of Defense,,"AMAZON WEB SERVICES, INC.",WASHINGTON,WASHINGTON,DELIVERY ORDER,CHIEF DIGITAL AND ARTIFICIAL INTELLIGENCE OFFICE (CDAO) ALGORITHMIC WARFARE (AW) (PROJECTS PUBLICLY AVAILABLE INFORMATION (PAI) AND COLLECTED EXPLOITABLE MATERIALS (CEM)) CLOUD SUPPORT,CHIEF DIGITAL AND ARTIFICIAL INTELLIGENCE OFFICE (CDAO) ALGORITHMIC WARFARE (AW) (PROJECTS PUBLICLY AVAILABLE INFORMATION (PAI) AND COLLECTED EXPLOITABLE MATERIALS (CEM)) CLOUD SUPPORT,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,COMMERCIAL SERVICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864922P0970_P00001_-NONE-_0,,1248154.0,2022-05-05,2022-05-09 00:00:00,Department of Defense,Department of the Air Force,,SHIPCOM FEDERAL SOLUTIONS LLC,TEXAS,MARYLAND,PURCHASE ORDER,F2D-4287 SBIR PHASE II - ARTIFICIAL INTELLIGENCE / MACHINE LEARNING-ENABLED DATA FABRIC,ARTIFICIAL INTELLIGENCE / MACHINE LEARNING-ENABLED DATA FABRIC,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,677.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_HDTRA124P0002_0_-NONE-_0,,167447.19,2023-11-03,2024-06-02 00:00:00,Department of Defense,Defense Threat Reduction Agency,,CFD RESEARCH CORPORATION,ALABAMA,ALABAMA,PURCHASE ORDER,EFFICIENT CHARACTERIZATION AND ANALYSIS OF RADIATION HARDNESS IN SYSTEM-ON-A-CHIP AND 3D INTEGRATED CIRCUIT USING SPECTROSCOPY AND MACHINE LEARNING,EFFICIENT CHARACTERIZATION AND ANALYSIS OF RADIATION HARDNESS IN SYSTEM-ON-A-CHIP AND 3D INTEGRATED CIRCUIT USING SPECTROSCOPY AND MACHINE LEARNING,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,12.0,N,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA945323CA006_P00003_-NONE-_0,,2196022.0,2023-02-24,2026-05-26 00:00:00,Department of Defense,Department of the Air Force,,ATMOSPHERIC & ENVIRONMENTAL RESEARCH INC,MASSACHUSETTS,MASSACHUSETTS,DEFINITIVE CONTRACT,THIS EFFORT WILL BE FOCUSED ON EXPLORATION AND EXECUTION OF MACHINE LEARNING ASSISTED DATA COMPRESSION AND THE VERIFICATION OF THESE TECHNIQUES THROUGH QUANTITATIVE EVALUATION.,MACHINE LEARNING DRIVEN DATA COMPRESSION FOR SPACE WEATHER ENVIRONMENTAL MODEL DATA STORAGE AND DISTRIBUTION,NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,4.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA945319C0038_P00045_-NONE-_0,,28479117.0,2019-07-01,2025-05-30 00:00:00,Department of Defense,Department of the Air Force,25.1: Advisory and assistance services;25.2: Other services from non-Federal sources;25.5: Research and development contracts;25.7: Operation and maintenance of equipment;26.0: Supplies and materials,"KBR WYLE SERVICES, LLC",OHIO,OHIO,DEFINITIVE CONTRACT,"ADVANCED VISUALIZATION, DATA FUSION, MACHINE LEARNING, AND AUTOMATION (ADVANCE)","ADVANCED VISUALIZATION, AUTOMATION, AND NOVEL COMPUTING ENTERPRISE (ADVANCE) IS TO RESEARCH, INVESTIGATE, COMPARE, AND PROTOTYPE CAPABILITIES TO ASSIST OPERATIONAL MISSION EFFECT ACROSS THE WARFIGHTING TECHNOLOGICAL DOMAIN.",NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_FA877123F0150_P00001_FA877121DG001_0,DEPT OF DEFENSE,81846.68,2023-09-27,2024-01-31 00:00:00,Department of Defense,Department of the Air Force,25.1: Advisory and assistance services,ALASKA NORTHSTAR RESOURCES LLC,ALASKA,ALABAMA,DELIVERY ORDER,"ARTIFICIAL INTELLIGENCE, AUTOMATION, AND DIGITAL TRANSFORMATION, REWIRING TASK ORDER.","ARTIFICIAL INTELLIGENCE, AUTOMATION, AND DIGITAL TRANSFORMATION, REWIRING TASK ORDER.",IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,NO PREFERENCE USED,,AUTHORIZED BY STATUTE (FAR 6.302-5(A)(2)(I)),,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,t,f,f,t,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864922P0875_P00002_-NONE-_0,,1250000.0,2022-06-06,2024-09-07 00:00:00,Department of Defense,Department of the Air Force,,EPISYS SCIENCE INC,CALIFORNIA,CALIFORNIA,PURCHASE ORDER,AIMBOT ARTIFICIAL INTELLIGENCE MANEUVER AND BATTLE SPACE OPTIMIZED TARGETING.,AIMBOT ARTIFICIAL INTELLIGENCE MANEUVER AND BATTLESPACE OPTIMIZED TARGETING,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,677.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_N6600118C0365_ARZ998_-NONE-_0,,3242533.81,2018-09-28,2021-09-27 00:00:00,Department of Defense,Department of the Navy,25.5: Research and development contracts,REDHORSE CORPORATION,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,UTILIZING ARTIFICIAL INTELLIGENCE FOR OPERATIONAL ENERGY,UTILIZING ARTIFICIAL INTELLIGENCE FOR OPERATIONAL ENERGY,R&D- ENERGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),CUSTOM COMPUTER PROGRAMMING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,NO PREFERENCE USED,,AUTHORIZED BY STATUTE (FAR 6.302-5(A)(2)(I)),1.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_W81XWH22C0128_P00002_-NONE-_0,,1027076.0,2022-09-01,2025-08-31 00:00:00,Department of Defense,Defense Health Agency,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,MASSACHUSETTS,MASSACHUSETTS,DEFINITIVE CONTRACT,ARTIFICIAL INTELLIGENCE/ MACHINE LEARNING (AI/ML) DESIGN POST-TRAUMATIC STRESS DISORDER (PTSD) OBJECTIVE INDICATORS,WRAIR RESEARCH AND DEVELOPMENT. SYSTEMS ENGINEERING ANALYSIS FOR AI/ML PTSD DESIGN OBJECTIVE INDICATOR.,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_-NONE-_W81XWH21C0081_P00003_-NONE-_0,,1082493.88,2021-07-01,2024-03-31 00:00:00,Department of Defense,Department of the Army,,"SPECTRAL MD, INC.",TEXAS,TEXAS,DEFINITIVE CONTRACT,STTR SEQUENTIAL PHASE II H2S-0025 DEVELOPMENT OF DEVICE TO ENABLE THE ASSESSMENT OF BURN SEVERITY BY ARTIFICIAL INTELLIGENCE IN THE MILITARY'S ECHELON III CARE ENVIRONMENT,"AWARD OF SPECTRAL MD'S DHA STTR SEQUENTIAL PHASE II MEDICAL R&D CONTRACT FOR ""DEVELOPMENT OF DEVICE TO ENABLE THE ASSESSMENT OF BURN SEVERITY BY ARTIFICIAL INTELLIGENCE IN THE MILITARY'S ECHELON III CARE ENVIRONMENT""",HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA875020C1513_P00013_-NONE-_0,,4455847.0,2020-09-11,2024-03-10 00:00:00,Department of Defense,Department of the Air Force,25.5: Research and development contracts,BOOZ ALLEN HAMILTON INC,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,SECURE AIRBORNE MACHINE LEARNING INTELLIGENCE AT THE EDGE (SAMIE),SECURE AIRBORNE MACHINE INTELLIGENCE AT THE EDGE (SAMIE),R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA875021C1509_P00007_-NONE-_0,,4998017.0,2021-04-20,2024-04-20 00:00:00,Department of Defense,Department of the Air Force,25.5: Research and development contracts,GEORGIA TECH APPLIED RESEARCH CORP,GEORGIA,GEORGIA,DEFINITIVE CONTRACT,ARTIFICIAL INTELLIGENCE/MACHINE LEARNING-ENABLED AUTONOMOUS,ARTIFICIAL INTELLIGENCE/MACHINE LEARNING-ENABLED AUTONOMOUS,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_9700_W911QX23F0012_P00002_W911QX23D0002_0,DEPT OF DEFENSE,3290742.0,2023-01-01,2024-12-13 00:00:00,Department of Defense,Department of the Army,,"KRI AT NORTHEASTERN UNIVERSITY, LLC",MASSACHUSETTS,MASSACHUSETTS,DELIVERY ORDER,ADMIN MOD AND CLAUSE UPDATE TO BAA WITH NORTHEASTERN UNIVERSITY FOR ARTIFICIAL INTELLIGENCE AND ASSISTIVE AUTOMATION (AI/AA) SYSTEMS,TASK ORDER UNDER BAA BASE IDIQ CONTRACT NUMBER W911QX23D0002 FOR R&D SERVICES TO DEVELOP A METHODOLOGY FOR ANALYSIS & ASSESSMENT OF COMPLEX SYSTEMS AND TECHNOLOGIES ACROSS MULTIPLE DOMAINS.,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,OTHER
9700_-NONE-_W15QKN24C0004_0_-NONE-_1,,6984496.0,2023-10-23,2028-10-22 00:00:00,Department of Defense,Department of the Army,,THE TRUSTEES OF THE STEVENS INSTITUTE OF TECHNOLOGY,NEW JERSEY,NEW JERSEY,DEFINITIVE CONTRACT,QUANTUM & ARTIFICIAL INTELLIGENCE TECHNOLOGIES FOR NEXT GENERATION ARMAMENT SYSTEMS,QUANTUM & ARTIFICIAL INTELLIGENCE TECHNOLOGIES FOR NEXT GENERATION ARMAMENT SYSTEMS,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_-NONE-_HDTRA123P0011_P00002_-NONE-_0,,182998.86,2023-05-22,2023-12-03 00:00:00,Department of Defense,Defense Threat Reduction Agency,25.5: Research and development contracts,AERIS LLC,COLORADO,COLORADO,PURCHASE ORDER,ARTIFICIAL INTELLIGENCE BASED 3 DIMENSION 3D BUILDING MODEL GENERATION CAPABILITY FOR CHEMICAL BIOLOGICAL RADIOLOGICAL AND NUCLEAR SITUATIONAL AWARENESS AND HAZARD MODELING,ARTIFICIAL INTELLIGENCE BASED 3 DIMENSION 3D BUILDING MODEL GENERATION CAPABILITY FOR CHEMICAL BIOLOGICAL RADIOLOGICAL AND NUCLEAR SITUATIONAL AWARENESS SA AND HAZARD MODELING,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,29.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
9700_-NONE-_FA864923P1095_P00001_-NONE-_0,,1073424.0,2023-07-21,2025-01-21 00:00:00,Department of Defense,Department of the Air Force,,CONDUCTORAI CORPORATION,NEW YORK,NEW YORK,PURCHASE ORDER,ARTIFICIAL INTELLIGENCE (AI) ASSISTANCE FOR DERIVATIVE CLASSIFICATION AND REDACTION,ARTIFICIAL INTELLIGENCE (AI) ASSISTANCE FOR DERIVATIVE CLASSIFICATION AND REDACTION,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,603.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0004_0_-NONE-_0,,1249924.0,2023-10-16,2025-07-16 00:00:00,Department of Defense,Department of the Air Force,,"PENDULUM SYSTEMS, INC.",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,PURCHASE ORDER,PROVIDE SMALL UNMANNED AIRCRAFT SYSTEM GEO-LOCATION AND ASSURED POSITIONING NAVIGATION TIMING IN GLOBAL POSITIONING SYSTEM-DENIED ENVIRONMENTS USING MACHINE LEARNING,PROVIDE SMALL UNMANNED AIRCRAFT SYSTEM GEO-LOCATION AND ASSURED POSITIONING NAVIGATION TIMING IN GLOBAL POSITIONING SYSTEM-DENIED ENVIRONMENTS USING MACHINE LEARNING,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,207.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA875021C1514_P00011_-NONE-_0,,1500000.0,2021-03-18,2024-03-18 00:00:00,Department of Defense,Department of the Air Force,25.5: Research and development contracts,KITWARE INC,NEW YORK,NEW YORK,DEFINITIVE CONTRACT,ARTIFICIAL INTELLIGENCE - BATTLE DAMAGE ASSESSMENT,ARTIFICIAL INTELLIGENCE BATTLE DAMAGE ASSESSMENT,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864923P1087_P00001_-NONE-_0,,1249157.0,2023-07-19,2025-02-19 00:00:00,Department of Defense,Department of the Air Force,,"ILLUMINATION WORKS, LLC",OHIO,OHIO,PURCHASE ORDER,ODIN FINANCIAL MANAGEMENT - ARTIFICIAL INTELLIGENCE ENABLED EXECUTION PLAN& BUDGET,F2D-8670 ODIN FINANCIAL MANAGEMENT - ARTIFICIAL INTELLIGENCE ENABLED EXECUTION PLAN & BUDGET,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,603.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
